Flight Number,Departure,Arrival,Aircraft,Flight Time,Airline
AA5070,KHPN,KCLT,CRJ7,02:05,American Airlines
AA1064,KILM,KCLT,A319,00:40,American Airlines
AA980,KBDL,KCLT,B738,01:50,American Airlines
AA5277,KORD,KCAK,CRJ9,00:55,American Airlines
AA3187,KORD,KALB,"CRJ2, CRJ7, E175",02:00,American Airlines
AA2865,KORD,KABQ,"E175, B738, B7M8",04:00,American Airlines
AA2484,KORD,PANC,A321,06:40,American Airlines
AA3770,KORD,KATW,"E175, CRJ2, CRJ7",00:40,American Airlines
AA1257,KORD,TNCA,B738,04:45,American Airlines
AA6014,KORD,KAVL,CRJ2,01:15,American Airlines
AA160,KORD,LGAV,B789,09:45,American Airlines
AA2386,KORD,KATL,"E175, B738, A319, A320",02:00,American Airlines
AA3008,KORD,KBWI,"CRJ2, CRJ7, A319",01:40,American Airlines
AA40,KORD,LEBL,B788,08:30,American Airlines
AA3326,KORD,KXNA,"CRJ2, CRJ7",01:45,American Airlines
AA3922,KORD,KBHM,"E175, CRJ2, CRJ7",01:20,American Airlines
AA3695,KORD,KBIS,E175,01:50,American Airlines
AA6174,KORD,KBMI,CRJ2,00:35,American Airlines
AA3354,KORD,KBOI,E175,03:30,American Airlines
AA3683,KORD,KBUF,"CRJ2, CRJ7, E175, A319",01:30,American Airlines
AA4095,KORD,CYYC,"CRJ2, CRJ7",02:15,American Airlines
AA492,KORD,MMUN,B738,03:05,American Airlines
AA998,KORD,MWCR,B738,03:25,American Airlines
AA3617,KORD,KCID,"CRJ2, CRJ7",01:00,American Airlines
AA3696,KORD,KCMI,"CRJ2, CRJ7",00:45,American Airlines
AA3130,KORD,KCHS,"CRJ2, CRJ7, E175",01:40,American Airlines
AA4511,KORD,KCHA,E175,01:10,American Airlines
AA3467,KORD,KCVG,"CRJ2, CRJ7",01:15,American Airlines
AA3467,KORD,KCLE,"CRJ2, CRJ7, E175, A319",02:15,American Airlines
AA6476,KORD,KCOS,CRJ7,02:10,American Airlines
AA6042,KORD,KCAE,CRJ2,01:30,American Airlines
AA3745,KORD,KCOU,"E175, CRJ2, CRJ7",00:50,American Airlines
AA3610,KORD,KCMH,"CRJ2, CRJ7, E175",02:20,American Airlines
AA527,KORD,MMCZ,B738,03:10,American Airlines
AA365,KORD,TNCC,B738,04:55,American Airlines
AA550,KORD,KDFW,"B738, A321",02:34,American Airlines
AA6143,KORD,KDAY,"CRJ2, CRJ7",01:20,American Airlines
AA1387,KORD,KDEN,B738,02:20,American Airlines
AA2985,KORD,KDSM,"CRJ2, CRJ7, E175",01:00,American Airlines
AA3005,KORD,KDTW,"CRJ2, CRJ7, E175",00:45,American Airlines
AA208,KORD,EIDW,B788,06:40,American Airlines
AA636,KORD,KEGE,B738,02:10,American Airlines
AA2340,KORD,KELP,"CRJ2, CRJ7, E175",03:15,American Airlines
AA3248,KORD,KEVV,"CRJ2, CRJ7",01:00,American Airlines
AA3658,KORD,KFAR,"CRJ2, CRJ7",01:50,American Airlines
AA6146,KORD,KFNT,"CRJ2, CRJ7",01:00,American Airlines
AA687,KORD,KFLL,"B738, A321",03:05,American Airlines
AA1504,KORD,KRSW,"B738, B38M",02:25,American Airlines
AA3299,KORD,KFWA,"CRJ2, CRJ7",00:45,American Airlines
AA3202,KORD,KGRR,"CRJ2, CRJ7, E175",00:45,American Airlines
AA885,KORD,KGPI,B738,02:50,American Airlines
AA3214,KORD,KGRB,"CRJ2, CRJ7, E175",01:00,American Airlines
AA3648,KORD,KGSO,E175,01:20,American Airlines
AA3621,KORD,KGSP,E175,01:20,American Airlines
AA465,KORD,MGGT,B738,04:00,American Airlines
AA3957,KORD,CYHZ,E175,02:30,American Airlines
AA3348,KORD,KHDN,E175,02:30,American Airlines
AA75,KORD,PHNL,B788,08:50,American Airlines
AA1224,KORD,KIAH,"E175, B738",02:00,American Airlines
AA3623,KORD,KHSV,"CRJ2, CRJ7",01:45,American Airlines
AA4480,KORD,KHYA,E175,02:00,American Airlines
AA1628,KORD,KIND,"CRJ2, CRJ7, E175",01:00,American Airlines
AA2958,KORD,KJAX,B738,01:55,American Airlines
AA6154,KORD,KAZO,"CRJ2, CRJ7",00:45,American Airlines
AA2210,KORD,KMCI,"CRJ2, CRJ7, E175, B738",01:30,American Airlines
AA3676,KORD,KEYW,E175,02:40,American Airlines
AA2995,KORD,KTYS,"CRJ2, CRJ7, E175",01:45,American Airlines
AA2993,KORD,KLSE,"CRJ2, CRJ7",01:00,American Airlines
AA5990,KORD,KLAN,"CRJ2, CRJ7",00:40,American Airlines
AA2464,KORD,KLAS,"B738, B789",04:00,American Airlines
AA3554,KORD,KLEX,"CRJ2, CRJ7",01:15,American Airlines
AA651,KORD,MRLB,B738,04:30,American Airlines
AA3388,KORD,KLIT,"CRJ2, CRJ7, E175",02:00,American Airlines
AA86,KORD,EGLL,B789,07:55,American Airlines
AA288,KORD,KLAX,"B738, A321",04:05,American Airlines
AA2991,KORD,KSDF,"CRJ2, CRJ7, E175",01:20,American Airlines
AA3533,KORD,KMSN,"CRJ2, CRJ7, E175",00:45,American Airlines
AA126,KORD,LEMD,B788,07:40,American Airlines
AA3532,KORD,KMHK ,"CRJ2, CRJ7",01:45,American Airlines
AA6024,KORD,KSAW,CRJ2,00:50,American Airlines
AA4645,KORD,KMVY,CRJ2,02:00,American Airlines
AA3251,KORD,KMEM,"CRJ2, CRJ7, E175",01:45,American Airlines
AA249,KORD,MMMX,B38M,04:15,American Airlines
AA1308,KORD,KMIA,"B738, B38M, A321",03:15,American Airlines
AA4843,KORD,KMDT,"CRJ2, CRJ7",01:20,American Airlines
AA3109,KORD,KMKE,"CRJ2, CRJ7",00:45,American Airlines
AA1039,KORD,KMSP,"CRJ2, CRJ7, E175, A320",01:30,American Airlines
AA6000,KORD,KMLI,"CRJ2, CRJ7",00:35,American Airlines
AA975,KORD,MKJS,B738,03:50,American Airlines
AA3471,KORD,KACK,E175,02:00,American Airlines
AA180,KORD,LIRN,B788,09:20,American Airlines
AA2961,KORD,KBNA,"CRJ2, CRJ7, E175",01:45,American Airlines
AA3317,KORD,KMSY,"CRJ2, CRJ7, A319, A320",02:20,American Airlines
AA178,KORD,KJFK,"B738, A319, A320",02:20,American Airlines
AA129,KORD,KLGA,"A319, B738, B38M",02:00,American Airlines
AA1354,KORD,KEWR,"CRJ2, CRJ7, A319, A320, B38M",02:20,American Airlines
AA3782,KORD,KORF,"CRJ2, CRJ7, E175",02:15,American Airlines
AA2952,KORD,KOKC,"CRJ2, CRJ7",02:00,American Airlines
AA3337,KORD,KOMA,"CRJ2, CRJ7, E175",01:30,American Airlines
AA2398,KORD,KMCO,"B738, A321",02:45,American Airlines
AA1022,KORD,KPBI,"B738, A320",03:00,American Airlines
AA2880,KORD,KPSP,B738,03:30,American Airlines
AA150,KORD,LFPG,B788,08:05,American Airlines
AA4069,KORD,KPIA,"CRJ2, CRJ7",01:00,American Airlines
AA2506,KORD,KPHL,"B738, A320, A321,  B789",02:00,American Airlines
AA1706,KORD,KPHX,"B738, B38M, A321",03:45,American Airlines
AA2856,KORD,KPIT,"CRJ2, CRJ7, A319, A320",01:20,American Airlines
AA1853,KORD,KPDX,B738,04:05,American Airlines
AA3715,KORD,KPVD,E175,01:50,American Airlines
AA1221,KORD,MBPV,B738,03:30,American Airlines
AA947,KORD,MMPR,B738,03:45,American Airlines
AA317,KORD,MDPC,B738,04:10,American Airlines
AA3775,KORD,CYQB,E175,01:55,American Airlines
AA625,KORD,MMQT,B738,04:10,American Airlines
AA533,KORD,KRDU,B738,01:25,American Airlines
AA3276,KORD,KRIC,"CRJ2, CRJ7",01:00,American Airlines
AA3686,KORD,KROC,"CRJ2, CRJ7, E175",01:30,American Airlines
AA6008,KORD,KRST,"CRJ2, CRJ7",01:15,American Airlines
AA110,KORD,LIRF,B789,09:05,American Airlines
AA1779,KORD,KSLC,"CRJ2, CRJ7, B738",02:30,American Airlines
AA1012,KORD,KSAT,"CRJ2, CRJ7, A319, B738",03:00,American Airlines
AA1168,KORD,KSAN,B738,04:20,American Airlines
AA1253,KORD,KSFO,"B738, B38M",04:30,American Airlines
AA359,KORD,MROC,B38M,04:35,American Airlines
AA976,KORD,MMSD,B738,03:45,American Airlines
AA1491,KORD,KSNA,"B738, B38M",04:40,American Airlines
AA3893,KORD,KAVP,"CRJ2, CRJ7",02:00,American Airlines
AA1045,KORD,KSEA,B738,04:30,American Airlines
AA3169,KORD,TNCM,A319,04:20,American Airlines
AA6214,KORD,KFSD,"CRJ2, CRJ7",01:15,American Airlines
AA677,KORD,KGEG,A319,03:25,American Airlines
AA6191,KORD,KSPI,"CRJ2, CRJ7",00:35,American Airlines
AA3231,KORD,KSGF,"CRJ2, CRJ7",01:30,American Airlines
AA2951,KORD,TISX,B738,04:30,American Airlines
AA1062,KORD,KSTL,"CRJ2, CRJ7, B738, A319, A320",01:15,American Airlines
AA1689,KORD,TIST,A319,04:25,American Airlines
AA6098,KORD,KUNV,CRJ2,01:15,American Airlines
AA3029,KORD,KSYR,"CRJ2, CRJ7, E175, A320",01:40,American Airlines
AA2409,KORD,KTPA,B738,02:20,American Airlines
AA3624,KORD,KTOL,"CRJ2, CRJ7",00:50,American Airlines
AA3061,KORD,KTVC,"CRJ2, CRJ7, E175",01:00,American Airlines
AA3604,KORD,CYYZ,"CRJ2, CRJ7, E175",01:10,American Airlines
AA2228,KORD,KTUS,"B738, B38M",02:50,American Airlines
AA3611,KORD,KTUL,"CRJ2, CRJ7, E175",02:00,American Airlines
AA42,KORD,LIPZ,B788,08:20,American Airlines
AA1015,KORD,KDCA,"E175, A319, A320, B738, B38M",02:00,American Airlines
AA6168,KORD,KALO,CRJ2,00:50,American Airlines
AA3387,KORD,KCWA,"CRJ2, CRJ7",01:20,American Airlines
AA3499,KORD,KHPN,E175,01:40,American Airlines
AA3765,KORD,KICT,"CRJ2, CRJ7",02:00,American Airlines
AA813,KORD,KBDL,"CRJ2, CRJ7, B738",02:00,American Airlines
AA5404,KCAK,KORD,CRJ9,00:55,American Airlines
AA3732,KALB,KORD,"CRJ2, CRJ7, E175",02:00,American Airlines
AA1219,KABQ,KORD,"E175, B738, B7M8",04:00,American Airlines
AA1309,PANC,KORD,A321,06:40,American Airlines
AA3770,KATW,KORD,"E175, CRJ2, CRJ7",00:40,American Airlines
AA30,TNCA,KORD,B738,04:45,American Airlines
AA6014,KAVL,KORD,CRJ2,01:15,American Airlines
AA161,LGAV,KORD,B789,09:45,American Airlines
AA2367,KATL,KORD,"E175, B738, A319, A320",02:00,American Airlines
AA3394,KBWI,KORD,"CRJ2, CRJ7, A319",01:40,American Airlines
AA41,LEBL,KORD,B788,08:30,American Airlines
AA3326,KXNA,KORD,"CRJ2, CRJ7",01:45,American Airlines
AA3922,KBHM,KORD,"E175, CRJ2, CRJ7",01:20,American Airlines
AA3695,KBIS,KORD,E175,01:50,American Airlines
AA6154,KBMI,KORD,CRJ2,00:35,American Airlines
AA4324,KBOI,KORD,E175,03:00,American Airlines
AA3430,KBUF,KORD,"CRJ2, CRJ7, E175, A319",01:30,American Airlines
AA1102,CYYC,KORD,"CRJ2, CRJ7",02:15,American Airlines
AA215,MMUN,KORD,B738,03:05,American Airlines
AA998,MWCR,KORD,B738,03:25,American Airlines
AA3749,KCID,KORD,"CRJ2, CRJ7",01:00,American Airlines
AA3609,KCMI,KORD,"CRJ2, CRJ7",00:45,American Airlines
AA3931,KCHS,KORD,"CRJ2, CRJ7, E175",01:40,American Airlines
AA4512,KCHA,KORD,E175,01:10,American Airlines
AA3770,KCVG,KORD,"CRJ2, CRJ7",01:15,American Airlines
AA2925,KCLE,KORD,"CRJ2, CRJ7, E175, A319",02:15,American Airlines
AA6476,KCOS,KORD,CRJ7,02:10,American Airlines
AA6043,KCAE,KORD,CRJ2,01:30,American Airlines
AA3744,KCOU,KORD,"E175, CRJ2, CRJ7",00:50,American Airlines
AA3572,KCMH,KORD,"CRJ2, CRJ7, E175",02:20,American Airlines
AA2200,MMCZ,KORD,B738,03:10,American Airlines
AA370,TNCC,KORD,B738,05:05,American Airlines
AA2157,KDFW,KORD,"A321, B789, B738",02:23,American Airlines
AA6005,KDAY,KORD,"CRJ2, CRJ7",01:20,American Airlines
AA1647,KDEN,KORD,B738,02:20,American Airlines
AA6027,KDSM,KORD,"CRJ2, CRJ7, E175",01:00,American Airlines
AA1026,KDTW,KORD,"CRJ2, CRJ7, E175",00:45,American Airlines
AA209,EIDW,KORD,B788,06:40,American Airlines
AA2500,KEGE,KORD,B738,02:10,American Airlines
AA3398,KELP,KORD,"CRJ2, CRJ7, E175",03:15,American Airlines
AA3248,KEVV,KORD,"CRJ2, CRJ7",01:00,American Airlines
AA3514,KFAR,KORD,"CRJ2, CRJ7",01:50,American Airlines
AA5983,KFNT,KORD,"CRJ2, CRJ7",01:00,American Airlines
AA635,KFLL,KORD,"B738, A321",03:05,American Airlines
AA1504,KRSW,KORD,"B738, B38M",02:25,American Airlines
AA5942,KFWA,KORD,"CRJ2, CRJ7",00:45,American Airlines
AA3900,KGRR,KORD,"CRJ2, CRJ7, E175",00:45,American Airlines
AA586,KGPI,KORD,B738,02:50,American Airlines
AA5989,KGRB,KORD,"CRJ2, CRJ7, E175",01:00,American Airlines
AA3673,KGSO,KORD,E175,01:20,American Airlines
AA3710,KGSP,KORD,E175,01:20,American Airlines
AA1630,MGGT,KORD,B738,04:00,American Airlines
AA3946,CYHZ,KORD,E175,02:30,American Airlines
AA3348,KHDN,KORD,E175,02:30,American Airlines
AA74,PHNL,KORD,B788,08:00,American Airlines
AA1224,KIAH,KORD,"E175, B738",02:00,American Airlines
AA6151,KHSV,KORD,"CRJ2, CRJ7",01:45,American Airlines
AA4635,KHYA,KORD,E175,02:00,American Airlines
AA1070,KIND,KORD,"CRJ2, CRJ7, E175",01:00,American Airlines
AA2959,KJAX,KORD,B738,01:55,American Airlines
AA5995,KAZO,KORD,"CRJ2, CRJ7",00:45,American Airlines
AA2121,KMCI,KORD,"CRJ2, CRJ7, E175, B738",01:30,American Airlines
AA3676,KEYW,KORD,E175,02:40,American Airlines
AA6030,KTYS,KORD,"CRJ2, CRJ7, E175",01:45,American Airlines
AA5994,KLSE,KORD,"CRJ2, CRJ7",01:00,American Airlines
AA5993,KLAN,KORD,"CRJ2, CRJ7",00:40,American Airlines
AA211,KLAS,KORD,"B738, B789",04:00,American Airlines
AA4145,KLEX,KORD,"CRJ2, CRJ7",01:15,American Airlines
AA651,MRLB,KORD,B738,04:30,American Airlines
AA3656,KLIT,KORD,"CRJ2, CRJ7, E175",02:00,American Airlines
AA87,EGLL,KORD,B789,07:55,American Airlines
AA1504,KLAX,KORD,"B738, A321",04:05,American Airlines
AA3741,KSDF,KORD,"CRJ2, CRJ7, E175",01:20,American Airlines
AA3919,KMSN,KORD,"CRJ2, CRJ7, E175",00:45,American Airlines
AA125,LEMD,KORD,B788,08:15,American Airlines
AA5982,KMHK ,KORD,"CRJ2, CRJ7",01:45,American Airlines
AA6063,KSAW,KORD,CRJ2,00:50,American Airlines
AA4252,KMVY,KORD,CRJ2,02:00,American Airlines
AA3442,KMEM,KORD,"CRJ2, CRJ7, E175",01:45,American Airlines
AA250,MMMX,KORD,B38M,04:15,American Airlines
AA376,KMIA,KORD,"B738, B38M, A321",03:15,American Airlines
AA4843,KMDT,KORD,"CRJ2, CRJ7",01:20,American Airlines
AA6001,KMKE,KORD,"CRJ2, CRJ7",00:45,American Airlines
AA2481,KMSP,KORD,"CRJ2, CRJ7, E175, A320",01:30,American Airlines
AA6000,KMLI,KORD,"CRJ2, CRJ7",00:35,American Airlines
AA1417,MKJS,KORD,B738,03:50,American Airlines
AA3471,KACK,KORD,E175,02:00,American Airlines
AA181,LIRN,KORD,B788,09:20,American Airlines
AA3108,KBNA,KORD,"CRJ2, CRJ7, E175",01:45,American Airlines
AA690,KMSY,KORD,"CRJ2, CRJ7, A319, A320",02:20,American Airlines
AA532,KJFK,KORD,"B738, A319, A320",02:20,American Airlines
AA392,KLGA,KORD,"A319, B738, B38M",02:00,American Airlines
AA1781,KEWR,KORD,"CRJ2, CRJ7, A319, A320, B38M",02:20,American Airlines
AA3782,KORF,KORD,"CRJ2, CRJ7, E175",02:15,American Airlines
AA3367,KOKC,KORD,"CRJ2, CRJ7",02:00,American Airlines
AA3364,KOMA,KORD,"CRJ2, CRJ7, E175",01:30,American Airlines
AA1121,KMCO,KORD,"B738, A321",02:45,American Airlines
AA1398,KPBI,KORD,"B738, A320",03:00,American Airlines
AA2880,KPSP,KORD,B738,03:30,American Airlines
AA151,LFPG,KORD,B788,08:05,American Airlines
AA6003,KPIA,KORD,"CRJ2, CRJ7",01:00,American Airlines
AA470,KPHL,KORD,"B738, A320, A321,  B789",02:00,American Airlines
AA332,KPHX,KORD,"B738, B38M, A321",03:45,American Airlines
AA538,KPIT,KORD,"CRJ2, CRJ7, A319, A320",01:20,American Airlines
AA1848,KPDX,KORD,B738,04:05,American Airlines
AA3314,KPVD,KORD,E175,01:50,American Airlines
AA1221,MBPV,KORD,B738,03:30,American Airlines
AA2278,MMPR,KORD,B738,03:45,American Airlines
AA317,MDPC,KORD,B738,04:10,American Airlines
AA3775,CYQB,KORD,E175,01:55,American Airlines
AA626,MMQT,KORD,B738,04:10,American Airlines
AA557,KRDU,KORD,B738,01:25,American Airlines
AA4156,KRIC,KORD,"CRJ2, CRJ7",01:00,American Airlines
AA3513,KROC,KORD,"CRJ2, CRJ7, E175",01:30,American Airlines
AA6008,KRST,KORD,"CRJ2, CRJ7",01:15,American Airlines
AA111,LIRF,KORD,B789,09:05,American Airlines
AA2069,KSLC,KORD,"CRJ2, CRJ7, B738",02:30,American Airlines
AA671,KSAT,KORD,"CRJ2, CRJ7, A319, B738",03:00,American Airlines
AA518,KSAN,KORD,B738,04:20,American Airlines
AA2418,KSFO,KORD,"B738, B38M",04:30,American Airlines
AA326,MROC,KORD,B38M,04:35,American Airlines
AA976,MMSD,KORD,B738,03:45,American Airlines
AA2285,KSNA,KORD,"B738, B38M",04:40,American Airlines
AA3669,KAVP,KORD,"CRJ2, CRJ7",02:00,American Airlines
AA2398,KSEA,KORD,B738,04:30,American Airlines
AA3148,TNCM,KORD,A319,05:15,American Airlines
AA3728,KFSD,KORD,"CRJ2, CRJ7",01:15,American Airlines
AA677,KGEG,KORD,A319,03:25,American Airlines
AA6061,KSPI,KORD,"CRJ2, CRJ7",00:35,American Airlines
AA3849,KSGF,KORD,"CRJ2, CRJ7",01:30,American Airlines
AA2951,TISX,KORD,B738,05:00,American Airlines
AA629,KSTL,KORD,"CRJ2, CRJ7, B738, A319, A320",01:15,American Airlines
AA1689,TIST,KORD,A319,04:25,American Airlines
AA6108,KUNV,KORD,CRJ2,01:15,American Airlines
AA3429,KSYR,KORD,"CRJ2, CRJ7, E175, A320",01:40,American Airlines
AA354,KTPA,KORD,B738,02:20,American Airlines
AA6047,KTOL,KORD,"CRJ2, CRJ7",00:50,American Airlines
AA4759,KTVC,KORD,"CRJ2, CRJ7, E175",01:00,American Airlines
AA6016,CYYZ,KORD,"CRJ2, CRJ7, E175",01:10,American Airlines
AA1617,KTUS,KORD,"B738, B38M",02:50,American Airlines
AA3530,KTUL,KORD,"CRJ2, CRJ7, E175",02:00,American Airlines
AA43,LIPZ,KORD,B788,08:20,American Airlines
AA202,KDCA,KORD,"E175, A319, A320, B738, B38M",02:00,American Airlines
AA6177,KALO,KORD,CRJ2,00:50,American Airlines
AA6007,KCWA,KORD,"CRJ2, CRJ7",01:20,American Airlines
AA3496,KHPN,KORD,E175,01:40,American Airlines
AA3757,KICT,KORD,"CRJ2, CRJ7",02:00,American Airlines
AA1384,KBDL,KORD,"CRJ2, CRJ7, B738",02:00,American Airlines
AA3405,KDFW,KABI,E175,00:31,American Airlines
AA3410,KDFW,MMAA,E175,02:25,American Airlines
AA3687,KDFW,MMAS,E175,01:53,American Airlines
AA1518,KDFW,KALB,A320,03:00,American Airlines
AA2564,KDFW,KABQ,B738,01:53,American Airlines
AA3284,KDFW,KAEX,CRJ7,00:50,American Airlines
AA644,KDFW,KAMA,A319,00:54,American Airlines
AA220,KDFW,EHAM,B789,09:25,American Airlines
AA399,KDFW,PANC,A321,06:00,American Airlines
AA3681,KDFW,KATW,E175,02:00,American Airlines
AA1131,KDFW,TNCA,B772,05:19,American Airlines
AA812,KDFW,KAVL,A319,02:01,American Airlines
AA3291,KDFW,KASE,CRJ7,01:50,American Airlines
AA980,KDFW,KATL,A321,02:13,American Airlines
AA35,KDFW,NZAA,B789,14:25,American Airlines
AA5267,KDFW,KAGS,CRJ9,01:45,American Airlines
AA1005,KDFW,KBFL,A319,02:40,American Airlines
AA1213,KDFW,KBWI,B738,02:38,American Airlines
AA192,KDFW,LEBL,B789,09:20,American Airlines
AA3492,KDFW,KBTR,E170,01:24,American Airlines
AA3193,KDFW,KBPT,CRJ7,00:51,American Airlines
AA2451,KDFW,MZBZ,B738,03:03,American Airlines
AA1663,KDFW,KXNA,A320,01:11,American Airlines
AA3937,KDFW,KBIL,E175,02:20,American Airlines
AA433,KDFW,KBHM,"A319, A320",01:20,American Airlines
AA3063,KDFW,KBIS,CRJ7,02:47,American Airlines
AA3730,KDFW,KBMI,E170,01:59,American Airlines
AA3370,KDFW,KTRI,E175,01:55,American Airlines
AA1123,KDFW,SKBO,B38M,05:14,American Airlines
AA1449,KDFW,KBOI,B738,03:19,American Airlines
AA2622,KDFW,KBZN,B738,03:15,American Airlines
AA7,KDFW,YBBN,B789,16:05,American Airlines
AA3366,KDFW,KBRO,E175,01:27,American Airlines
AA997,KDFW,SAEZ,B772,09:45,American Airlines
AA1724,KDFW,KBUF,A321,02:35,American Airlines
AA1208,KDFW,KBUR,B738,02:35,American Airlines
AA2517,KDFW,CYYC,A319,03:15,American Airlines
AA1001,KDFW,MMUN,B789,02:41,American Airlines
AA355,KDFW,MWCR,"A321, B738",02:55,American Airlines
AA1027,KDFW,KCID,A319,01:27,American Airlines
AA3887,KDFW,KCMI,E175,01:35,American Airlines
AA1422,KDFW,KCHS,B738,02:10,American Airlines
AA3901,KDFW,KCHA,E175,01:59,American Airlines
AA3004,KDFW,MMCU,CRJ7,01:35,American Airlines
AA1568,KDFW,KCVG,B738,02:39,American Airlines
AA525,KDFW,KCLE,A321,03:02,American Airlines
AA3346,KDFW,KCLL,E175,00:45,American Airlines
AA1510,KDFW,KCOS,B738,01:57,American Airlines
AA822,KDFW,KCAE,"A320, B738",02:00,American Airlines
AA3525,KDFW,KCOU,E175,01:10,American Airlines
AA1492,KDFW,KCMH,"A320, B738",02:00,American Airlines
AA3549,KDFW,KCRP,CRJ7,01:14,American Airlines
AA2576,KDFW,MMCZ,B738,02:40,American Airlines
AA3873,KDFW,KDAY,"E175, CRJ9",01:55,American Airlines
AA4923,KDFW,KDRT,CRJ7,01:05,American Airlines
AA662,KDFW,KDEN,A321,02:02,American Airlines
AA1371,KDFW,KDSM,B738,01:54,American Airlines
AA2684,KDFW,KVPS,A319,01:50,American Airlines
AA2508,KDFW,KDTW,B738,02:33,American Airlines
AA132,KDFW,EIDW,"B788, B789",07:50,American Airlines
AA3744,KDFW,MMDO,E175,01:45,American Airlines
AA4869,KDFW,KDRO,CRJ7,02:07,American Airlines
AA1341,KDFW,KEGE,A319,01:35,American Airlines
AA1368,KDFW,KELP,B738,01:49,American Airlines
AA1774,KDFW,KEUG,A320,03:20,American Airlines
AA3334,KDFW,KEVV,E175,01:25,American Airlines
AA1241,KDFW,PAFA,A321,04:40,American Airlines
AA3466,KDFW,KFAR,E175,02:11,American Airlines
AA5195,KDFW,KFAY,CRJ9,02:15,American Airlines
AA3249,KDFW,KFLG,CRJ7,01:50,American Airlines
AA841,KDFW,KFLL,B738,02:45,American Airlines
AA1386,KDFW,KRSW,B738,02:20,American Airlines
AA3084,KDFW,KFSM,E175,01:02,American Airlines
AA3389,KDFW,KFWA,E175,01:55,American Airlines
AA70,KDFW,EDDF,B772,10:37,American Airlines
AA1381,KDFW,KFAT,B738,03:23,American Airlines
AA3593,KDFW,KGNV,E175,02:00,American Airlines
AA3142,KDFW,KGCK,CRJ7,01:04,American Airlines
AA4820,KDFW,KGTR,CRJ7,01:20,American Airlines
AA3120,KDFW,KGRI,CRJ7,01:15,American Airlines
AA3701,KDFW,KGJT,E175,02:04,American Airlines
AA488,KDFW,KGRR,A320,02:27,American Airlines
AA2931,KDFW,KGSO,B738,02:39,American Airlines
AA1621,KDFW,KGSP,B738,02:23,American Airlines
AA2313,KDFW,MMGL,B738,02:29,American Airlines
AA1013,KDFW,MGGT,B738,03:13,American Airlines
AA3548,KDFW,KGPT,E175,01:46,American Airlines
AA3344,KDFW,KHRL,E175,01:05,American Airlines
AA5,KDFW,PHNL,"B789, B772",09:09,American Airlines
AA3024,KDFW,KHOU,"CRJ7, E175",01:10,American Airlines
AA2420,KDFW,KIAH,E175,01:10,American Airlines
AA3463,KDFW,MMBT,E175,02:30,American Airlines
AA5045,KDFW,KHSV,E175,01:38,American Airlines
AA6363,KDFW,KIDA,CRJ7,02:20,American Airlines
AA1505,KDFW,KIND,E175,02:07,American Airlines
AA3388,KDFW,KJAN,CRJ9,01:31,American Airlines
AA2668,KDFW,KJAC,A319,03:02,American Airlines
AA1061,KDFW,KJAX,B738,02:24,American Airlines
AA119,KDFW,PHOG,B788,08:28,American Airlines
AA1618,KDFW,KMCI,A320,01:34,American Airlines
AA1814,KDFW,KEYW,A319,02:20,American Airlines
AA3297,KDFW,KGRK,CRJ7,00:35,American Airlines
AA2542,KDFW,KTYS,A319,02:38,American Airlines
AA229,KDFW,PHKO,B788,07:55,American Airlines
AA4163,KDFW,KLFT,"CRJ7, E175",00:50,American Airlines
AA3114,KDFW,KLCH,"CRJ7, E175",00:50,American Airlines
AA3704,KDFW,KLRD,E175,01:00,American Airlines
AA617,KDFW,KLAS,A321,02:50,American Airlines
AA3719,KDFW,KLAW,CRJ7,00:35,American Airlines
AA1149,KDFW,KLEX,A319,01:45,American Airlines
AA1495,KDFW,MRLB,B738,04:00,American Airlines
AA2236,KDFW,KLIT,A319,00:55,American Airlines
AA21,KDFW,EGLL,"B772, B77W",09:04,American Airlines
AA3288,KDFW,KGGG,CRJ7,00:35,American Airlines
AA3123,KDFW,MMLT,CRJ7,02:10,American Airlines
AA1077,KDFW,KLAX,"B789, A321",03:35,American Airlines
AA1187,KDFW,KSDF,A321,02:09,American Airlines
AA1041,KDFW,KLBB,A319,01:15,American Airlines
AA595,KDFW,KMSN,A320,01:48,American Airlines
AA36,KDFW,LEMD,B789,10:00,American Airlines
AA3369,KDFW,KMHK,E175,01:00,American Airlines
AA1770,KDFW,MMMZ,A319,02:38,American Airlines
AA2924,KDFW,KMFE,B738,01:35,American Airlines
AA1758,KDFW,KMEM,B738,01:07,American Airlines
AA2200,KDFW,MMMD,A319,02:05,American Airlines
AA389,KDFW,MMMX,"B738, B38M, B752",02:40,American Airlines
AA1702,KDFW,KMIA,"A321, B772, B77W, B738, B38M",02:35,American Airlines
AA2469,KDFW,KMDT,A320,02:35,American Airlines
AA3673,KDFW,KMAF,E175,01:07,American Airlines
AA1234,KDFW,KMKE,A320,02:22,American Airlines
AA2806,KDFW,KMSP,B738,02:21,American Airlines
AA3834,KDFW,KMSO,"E175, B738",02:50,American Airlines
AA3677,KDFW,KMOB,E175,01:35,American Airlines
AA3644,KDFW,KMLI,E175,01:35,American Airlines
AA3687,KDFW,KMLU,E175,00:50,American Airlines
AA2852,KDFW,MKJS,B738,03:34,American Airlines
AA2212,KDFW,KMRY,A319,03:00,American Airlines
AA3515,KDFW,MMMY,A320,01:21,American Airlines
AA1963,KDFW,CYUL,A320,03:10,American Airlines
